Year,OSHPD ID,Age Groups,Count
2014,190524,70-79,847
2014,190524,80+,1009
2014,190525,Under 1,6
2014,190525,9-Jan,7
2014,190525,19-Oct,217
2014,190525,20-29,1622
2014,190525,30-39,1634
2014,190525,40-49,2405
2014,190525,50-59,3645
2014,190525,60-69,4162
2014,190525,70-79,3335
2014,190525,80+,3267
2014,190529,Under 1,2043
2014,190529,19-Oct,155
2014,190529,20-29,1103
2014,190529,30-39,1996
2014,190529,40-49,1315
2014,190529,50-59,2121
2014,190529,60-69,2497
2014,190529,70-79,3050
2014,190529,80+,4618
2014,190534,19-Oct,27
2014,190534,20-29,199
2014,190534,30-39,269
2014,190534,40-49,472
2014,190534,50-59,695
2014,190534,60-69,750
2014,190534,70-79,581
2014,190534,80+,844
2014,190541,19-Oct,1
2014,190541,20-29,22
2014,190541,30-39,56
2014,190541,40-49,119
2014,190541,50-59,186
2014,190541,60-69,153
2014,190541,70-79,110
2014,190541,80+,201
2014,190547,Under 1,1787
2014,190547,9-Jan,132
2014,190547,19-Oct,283
2014,190547,20-29,1082
2014,190547,30-39,964
2014,190547,40-49,413
2014,190547,50-59,538
2014,190547,60-69,545
2014,190547,70-79,488
2014,190547,80+,545
2014,190552,19-Oct,1
2014,190552,30-39,1
2014,190552,40-49,1
2014,190552,50-59,1
2014,190552,60-69,3
2014,190552,70-79,8
2014,190552,80+,41
2014,190555,Under 1,7029
2014,190555,9-Jan,596
2014,190555,19-Oct,753
2014,190555,20-29,3571
2014,190555,30-39,7625
2014,190555,40-49,4888
2014,190555,50-59,5795
2014,190555,60-69,7552
2014,190555,70-79,6301
2014,190555,80+,7100
2014,190568,Under 1,1540
2014,190568,9-Jan,571
2014,190568,19-Oct,1030
2014,190568,20-29,1478
2014,190568,30-39,1426
2014,190568,40-49,1329
2014,190568,50-59,1887
2014,190568,60-69,1947
2014,190568,70-79,1783
2014,190568,80+,2452
2014,190570,19-Oct,23
2014,190570,20-29,155
2014,190570,30-39,251
2014,190570,40-49,359
2014,190570,50-59,743
2014,190570,60-69,635
2014,190570,70-79,391
2014,190570,80+,427
2014,190587,Under 1,358
2014,190587,19-Oct,150
2014,190587,20-29,1196
2014,190587,30-39,1120
2014,190587,40-49,958
2014,190587,50-59,1183
2014,190587,60-69,770
2014,190587,70-79,372
2014,190587,80+,324
2014,190630,Under 1,7659
2014,190630,9-Jan,519
2014,190630,19-Oct,942
2014,190630,20-29,4644
2014,190630,30-39,3369
2014,190630,40-49,1393
2014,190630,50-59,1811
2014,190630,60-69,1973
2014,190630,70-79,1855
2014,190630,80+,2160
2014,190631,Under 1,4328
2014,190631,9-Jan,195
2014,190631,19-Oct,346
2014,190631,20-29,2208
2014,190631,30-39,3154
2014,190631,40-49,1537
2014,190631,50-59,2292
2014,190631,60-69,2748
2014,190631,70-79,3162
2014,190631,80+,4064
2014,190636,Under 1,4485
2014,190636,9-Jan,382
2014,190636,19-Oct,762
2014,190636,20-29,3017
2014,190636,30-39,2407
2014,190636,40-49,1528
2014,190636,50-59,1924
2014,190636,60-69,1768
2014,190636,70-79,1644
2014,190636,80+,1870
2014,190661,20-29,46
2014,190661,30-39,117
2014,190661,40-49,268
2014,190661,50-59,660
2014,190661,60-69,822
2014,190661,70-79,535
2014,190661,80+,358
2014,190673,Under 1,532
2014,190673,19-Oct,38
2014,190673,20-29,293
2014,190673,30-39,449
2014,190673,40-49,244
2014,190673,50-59,361
2014,190673,60-69,516
2014,190673,70-79,497
2014,190673,80+,697
2014,190680,Under 1,607
2014,190680,19-Oct,118
2014,190680,20-29,675
2014,190680,30-39,601
2014,190680,40-49,653
2014,190680,50-59,1048
2014,190680,60-69,1040
2014,190680,70-79,935
2014,190680,80+,1421
2014,190681,19-Oct,1
2014,190681,20-29,16
2014,190681,30-39,37
2014,190681,40-49,70
2014,190681,50-59,99
2014,190681,60-69,42
2014,190681,70-79,17
2014,190681,80+,1
2014,190687,Under 1,1925
2014,190687,9-Jan,574
2014,190687,19-Oct,671
2014,190687,20-29,1035
2014,190687,30-39,2071
2014,190687,40-49,1491
2014,190687,50-59,2024
2014,190687,60-69,2472
2014,190687,70-79,2292
2014,190687,80+,3330
2014,190696,Under 1,341
2014,190696,9-Jan,21
2014,190696,19-Oct,141
2014,190696,20-29,825
2014,190696,30-39,860
2014,190696,40-49,917
2014,190696,50-59,1074
2014,190696,60-69,547
2014,190696,70-79,342
2014,190696,80+,364
2014,190708,19-Oct,20
2014,190708,20-29,180
2014,190708,30-39,254
2014,190708,40-49,463
2014,190708,50-59,1199
2014,190708,60-69,1233
2014,190708,70-79,1153
2014,190708,80+,1457
2014,190712,Under 1,2
2014,190712,9-Jan,42
2014,190712,19-Oct,35
2014,190754,Under 1,5395
2014,190754,9-Jan,285
2014,190754,19-Oct,1045
2014,190754,20-29,4853
2014,190754,30-39,3253
2014,190754,40-49,2129
2014,190754,50-59,2425
2014,190754,60-69,1983
2014,190754,70-79,1413
2014,190754,80+,1165
2014,190756,Under 1,2169
2014,190756,9-Jan,5
2014,190756,19-Oct,66
2014,190756,20-29,629
2014,190756,30-39,2029
2014,190756,40-49,1028
2014,190756,50-59,1415
2014,190756,60-69,2110
2014,190756,70-79,2017
2014,190756,80+,2534
2014,190758,Under 1,2693
2014,190758,19-Oct,205
2014,190758,20-29,1709
2014,190758,30-39,2173
2014,190758,40-49,1530
2014,190758,50-59,2149
2014,190758,60-69,2613
2014,190758,70-79,2520
2014,190758,80+,3302
2014,190762,19-Oct,13
2014,190762,20-29,191
2014,190762,30-39,351
2014,190762,40-49,616
2014,190762,50-59,1178
2014,190762,60-69,1643
2014,190762,70-79,2160
2014,190762,80+,2331
2014,190766,Under 1,20
2014,190766,9-Jan,111
2014,190766,19-Oct,97
2014,190766,20-29,224
2014,190766,30-39,273
2014,190766,40-49,346
2014,190766,50-59,586
2014,190766,60-69,520
2014,190766,70-79,432
2014,190766,80+,518
2014,190782,19-Oct,66
2014,190782,20-29,606
2014,190782,30-39,541
2014,190782,40-49,421
2014,190782,50-59,373
2014,190782,60-69,110
2014,190782,70-79,16
2014,190782,80+,1
2014,190784,20-29,15
2014,190784,30-39,34
2014,190784,40-49,99
2014,190784,50-59,154
2014,190784,60-69,185
2014,190784,70-79,143
2014,190784,80+,171
2014,190796,Under 1,2272
2014,190796,9-Jan,1381
2014,190796,19-Oct,1399
2014,190796,20-29,2013
2014,190796,30-39,2838
2014,190796,40-49,2079
2014,190796,50-59,3162
2014,190796,60-69,3654
2014,190796,70-79,2453
2014,190796,80+,1802
2014,190812,Under 1,4067
2014,190812,9-Jan,728
2014,190812,19-Oct,776
2014,190812,20-29,2669
2014,190812,30-39,2183
2014,190812,40-49,1323
2014,190812,50-59,1963
2014,190812,60-69,1885
2014,190812,70-79,1355
2014,190812,80+,1735
2014,190818,Under 1,567
2014,190818,19-Oct,38
2014,190818,20-29,299
2014,190818,30-39,612
2014,190818,40-49,398
2014,190818,50-59,654
2014,190818,60-69,908
2014,190818,70-79,1093
2014,190818,80+,1631
2014,190857,20-29,3
2014,190857,30-39,8
2014,190857,40-49,16
2014,190857,50-59,32
2014,190857,60-69,29
2014,190857,70-79,27
2014,190857,80+,15
2014,190859,Under 1,880
2014,190859,9-Jan,50
2014,190859,19-Oct,89
2014,190859,20-29,654
2014,190859,30-39,919
2014,190859,40-49,689
2014,190859,50-59,1072
2014,190859,60-69,1297
2014,190859,70-79,1390
2014,190859,80+,2244
2014,190878,Under 1,4375
2014,190878,9-Jan,746
2014,190878,19-Oct,1048
2014,190878,20-29,3506
2014,190878,30-39,2866
2014,190878,40-49,2000
2014,190878,50-59,2643
2014,190878,60-69,2454
2014,190878,70-79,1861
2014,190878,80+,1740
2014,190878,Unknown,3
2014,190883,Under 1,3451
2014,190883,9-Jan,9
2014,190883,19-Oct,272
2014,190883,20-29,1886
2014,190883,30-39,2270
2014,190883,40-49,896
2014,190883,50-59,1047
2014,190883,60-69,916
2014,190883,70-79,636
2014,190883,80+,1109
2014,190930,9-Jan,73
2014,190930,19-Oct,653
2014,190930,20-29,328
2014,190930,30-39,174
2014,190930,40-49,157
2014,190930,50-59,127
2014,190930,60-69,134
2014,190930,70-79,113
2014,190930,80+,119
2014,190949,Under 1,1329
2014,190949,9-Jan,9
2014,190949,19-Oct,304
2014,190949,20-29,1543
2014,190949,30-39,1614
2014,190949,40-49,1473
2014,190949,50-59,1946
2014,190949,60-69,1763
2014,190949,70-79,1589
2014,190949,80+,1920
2014,191216,19-Oct,10
2014,191216,20-29,117
2014,191216,30-39,118
2014,191216,40-49,168
2014,191216,50-59,307
2014,191216,60-69,380
2014,191216,70-79,261
2014,191216,80+,91
2014,191225,19-Oct,9
2014,191225,20-29,179
2014,191225,30-39,197
2014,191225,40-49,159
2014,191225,50-59,144
2014,191225,60-69,34
2014,191227,Under 1,1235
2014,191227,9-Jan,715
2014,191227,19-Oct,996
2014,191227,20-29,2447
2014,191227,30-39,2304
2014,191227,40-49,2990
2014,191227,50-59,4162
2014,191227,60-69,2676
2014,191227,70-79,988
2014,191227,80+,733
2014,191228,Under 1,1466
2014,191228,9-Jan,929
2014,191228,19-Oct,1531
2014,191228,20-29,4016
2014,191228,30-39,4389
2014,191228,40-49,5632
2014,191228,50-59,6772
2014,191228,60-69,4637
2014,191228,70-79,1365
2014,191228,80+,898
2014,191231,Under 1,640
2014,191231,9-Jan,76
2014,191231,19-Oct,256
2014,191231,20-29,1383
2014,191231,30-39,1746
2014,191231,40-49,2282
2014,191231,50-59,3092
2014,191231,60-69,2113
2014,191231,70-79,712
2014,191231,80+,420
2014,191306,9-Jan,18
2014,191306,19-Oct,56
2014,191306,20-29,325
2014,191306,30-39,413
2014,191306,40-49,687
2014,191306,50-59,1071
2014,191306,60-69,718
2014,191306,70-79,144
2014,191306,80+,80
2014,191450,Under 1,1682
2014,191450,9-Jan,63
2014,191450,19-Oct,155
2014,191450,20-29,775
2014,191450,30-39,1309
2014,191450,40-49,587
2014,191450,50-59,954
2014,191450,60-69,1733
2014,191450,70-79,2136
2014,191450,80+,2863
2014,194010,19-Oct,6
2014,194010,20-29,211
2014,194010,30-39,228
2014,194010,40-49,241
2014,194010,50-59,194
2014,194010,60-69,33
2014,194010,70-79,3
2014,194219,Under 1,1
2014,194219,9-Jan,2
2014,194219,19-Oct,79
2014,194219,20-29,700
2014,194219,30-39,862
2014,194219,40-49,1352
2014,194219,50-59,2614
2014,194219,60-69,3077
2014,194219,70-79,2153
2014,194219,80+,1065
2014,194967,19-Oct,105
2014,194981,19-Oct,5
2014,194981,20-29,40
2014,194981,30-39,32
2014,194981,40-49,29
2014,194981,50-59,15
2014,194981,60-69,3
2014,196035,Under 1,2880
2014,196035,9-Jan,5
2014,196035,19-Oct,225
2014,196035,20-29,1557
2014,196035,30-39,2037
2014,196035,40-49,1053
2014,196035,50-59,1434
2014,196035,60-69,2206
2014,196035,70-79,2189
2014,196035,80+,1830
2014,196168,Under 1,8010
2014,196168,9-Jan,3499
2014,196168,19-Oct,2715
2014,196168,20-29,3429
2014,196168,30-39,2825
2014,196168,40-49,298
2014,196168,50-59,2
2014,196168,Unknown,9
2014,196403,Under 1,3987
2014,196403,9-Jan,457
2014,196403,19-Oct,652
2014,196403,20-29,2405
2014,196403,30-39,2765
2014,196403,40-49,1578
2014,196403,50-59,2211
2014,196403,60-69,3104
2014,196403,70-79,2651
2014,196403,80+,2080
2014,196404,50-59,3
2014,196404,60-69,25
2014,196404,70-79,140
2014,196404,80+,404
2014,196405,19-Oct,109
2014,196405,20-29,490
2014,196405,30-39,697
2014,196405,40-49,1077
2014,196405,50-59,1791
2014,196405,60-69,1700
2014,196405,70-79,1400
2014,196405,80+,1100
2014,201281,Under 1,1403
2014,201281,19-Oct,222
2014,201281,20-29,976
2014,201281,30-39,643
2014,201281,40-49,342
2014,201281,50-59,535
2014,201281,60-69,469
2014,201281,70-79,413
2014,201281,80+,470
2014,204019,Under 1,3968
2014,204019,9-Jan,5266
2014,204019,19-Oct,3613
2014,204019,20-29,105
2014,210992,19-Oct,38
2014,210992,20-29,89
2014,210992,30-39,129
2014,210992,40-49,241
2014,210992,50-59,563
2014,210992,60-69,981
2014,210992,70-79,1042
2014,210992,80+,1204
2014,210993,19-Oct,4
2014,210993,20-29,21
2014,210993,30-39,20
2014,210993,40-49,28
2014,210993,50-59,90
2014,210993,60-69,118
2014,210993,70-79,91
2014,210993,80+,67
2014,211006,Under 1,1519
2014,211006,9-Jan,83
2014,211006,19-Oct,174
2014,211006,20-29,818
2014,211006,30-39,1229
2014,211006,40-49,749
2014,211006,50-59,1029
2014,211006,60-69,1437
2014,211006,70-79,1406
2014,211006,80+,1815
2014,214034,19-Oct,10
2014,214034,20-29,37
2014,214034,30-39,42
2014,214034,40-49,100
2014,214034,50-59,166
2014,214034,60-69,292
2014,214034,70-79,258
2014,214034,80+,412
2014,220733,19-Oct,2
2014,220733,20-29,3
2014,220733,30-39,5
2014,220733,40-49,5
2014,220733,50-59,11
2014,220733,60-69,25
2014,220733,70-79,50
2014,220733,80+,129
2014,230949,9-Jan,19
2014,230949,19-Oct,39
2014,230949,20-29,69
2014,230949,30-39,94
2014,230949,40-49,100
2014,230949,50-59,222
2014,230949,60-69,308
2014,230949,70-79,289
2014,230949,80+,345
2014,231013,Under 1,140
2014,231013,9-Jan,8
2014,231013,19-Oct,23
2014,231013,20-29,102
2014,231013,30-39,96
2014,231013,40-49,74
2014,231013,50-59,131
2014,231013,60-69,262
2014,231013,70-79,251
2014,231013,80+,278
2014,231396,Under 1,878
2014,231396,9-Jan,45
2014,231396,19-Oct,124
2014,231396,20-29,635
2014,231396,30-39,509
2014,231396,40-49,274
2014,231396,50-59,443
2014,231396,60-69,643
2014,231396,70-79,455
2014,231396,80+,477
2014,240924,Under 1,716
2014,240924,9-Jan,13
2014,240924,19-Oct,87
2014,240924,20-29,435
2014,240924,30-39,285
2014,240924,40-49,108
2014,240924,50-59,116
2014,240924,60-69,111
2014,240924,70-79,135
2014,240924,80+,181
2014,240942,Under 1,2142
2014,240942,9-Jan,48
2014,240942,19-Oct,292
2014,240942,20-29,1545
2014,240942,30-39,1053
2014,240942,40-49,746
2014,240942,50-59,1153
2014,240942,60-69,1398
2014,240942,70-79,1320
2014,240942,80+,1430
2014,244027,19-Oct,49
2014,244027,20-29,138
2014,244027,30-39,129
2014,244027,40-49,126
2014,244027,50-59,66
2014,244027,60-69,15
2014,244027,70-79,2
2014,244027,80+,2
2014,250955,20-29,1
2014,250955,30-39,1
2014,250955,60-69,5
2014,250955,70-79,6
2014,250955,80+,10
2014,250956,Under 1,3
2014,250956,9-Jan,2
2014,250956,19-Oct,2
2014,250956,20-29,7
2014,250956,30-39,8
2014,250956,40-49,13
2014,250956,50-59,32
2014,250956,60-69,35
2014,250956,70-79,50
2014,250956,80+,71
2014,260011,Under 1,99
2014,260011,9-Jan,8
2014,260011,19-Oct,23
2014,260011,20-29,88
2014,260011,30-39,88
2014,260011,40-49,56
2014,260011,50-59,92
2014,260011,60-69,96
2014,260011,70-79,62
2014,260011,80+,33
2014,270744,Under 1,1291
2014,270744,9-Jan,172
2014,270744,19-Oct,195
2014,270744,20-29,963
2014,270744,30-39,1293
2014,270744,40-49,847
2014,270744,50-59,1348
2014,270744,60-69,1828
2014,270744,70-79,1804
2014,270744,80+,2274
2014,270777,Under 1,491
2014,270777,9-Jan,57
2014,270777,19-Oct,90
2014,270777,20-29,356
2014,270777,30-39,204
2014,270777,40-49,80
2014,270777,50-59,91
2014,270777,60-69,97
2014,270777,70-79,109
2014,270777,80+,152
2014,270875,Under 1,1941
2014,270875,9-Jan,185
2014,270875,19-Oct,277
2014,270875,20-29,1369
2014,270875,30-39,1273
2014,270875,40-49,804
2014,270875,50-59,1273
2014,270875,60-69,1401
2014,270875,70-79,1380
2014,270875,80+,1533
2014,274043,Under 1,2754
2014,274043,9-Jan,214
2014,274043,19-Oct,410
2014,274043,20-29,2176
2014,274043,30-39,1459
2014,274043,40-49,764
2014,274043,50-59,810
2014,274043,60-69,572
2014,274043,70-79,417
2014,274043,80+,331
2014,281047,Under 1,864
2014,281047,9-Jan,36
2014,281047,19-Oct,102
2014,281047,20-29,645
2014,281047,30-39,652
2014,281047,40-49,500
2014,281047,50-59,845
2014,281047,60-69,1115
2014,281047,70-79,1043
2014,281047,80+,1569
2014,281078,Under 1,254
2014,281078,19-Oct,34
2014,281078,20-29,441
2014,281078,30-39,513
2014,281078,40-49,467
2014,281078,50-59,822
2014,281078,60-69,1149
2014,281078,70-79,925
2014,281078,80+,639
2014,291023,Under 1,480
2014,291023,9-Jan,35
2014,291023,19-Oct,90
2014,291023,20-29,431
2014,291023,30-39,360
2014,291023,40-49,335
2014,291023,50-59,666
2014,291023,60-69,843
2014,291023,70-79,864
2014,291023,80+,1241
2014,291053,Under 1,380
2014,291053,9-Jan,23
2014,291053,19-Oct,37
2014,291053,20-29,199
2014,291053,30-39,283
2014,291053,40-49,150
2014,291053,50-59,211
2014,291053,60-69,323
2014,291053,70-79,229
2014,291053,80+,187
2014,300032,Under 1,3092
2014,300032,9-Jan,4767
2014,300032,19-Oct,3366
2014,300032,20-29,202
2014,300032,Unknown,1
2014,300225,Under 1,1594
2014,300225,9-Jan,1
2014,300225,19-Oct,76
2014,300225,20-29,1042
2014,300225,30-39,1504
2014,300225,40-49,1352
2014,300225,50-59,1863
2014,300225,60-69,1871
2014,300225,70-79,2005
2014,300225,80+,2040
2014,301098,Under 1,1787
2014,301098,19-Oct,260
2014,301098,20-29,1325
2014,301098,30-39,1362
2014,301098,40-49,1152
2014,301098,50-59,1919
2014,301098,60-69,1865
2014,301098,70-79,1653
2014,301098,80+,1972
2014,301127,20-29,14
2014,301127,30-39,15
2014,301127,40-49,45
2014,301127,50-59,65
2014,301127,60-69,127
2014,301127,70-79,220
2014,301127,80+,227
2014,301140,19-Oct,53
2014,301140,20-29,231
2014,301140,30-39,243
2014,301140,40-49,339
2014,301140,50-59,437
2014,301140,60-69,337
2014,301140,70-79,252
2014,301140,80+,301
2014,301155,19-Oct,983
2014,301155,20-29,694
2014,301155,30-39,563
2014,301155,40-49,609
2014,301155,50-59,603
2014,301155,60-69,174
2014,301155,70-79,31
2014,301155,80+,2
2014,301175,Under 1,4127
2014,301175,9-Jan,753
2014,301175,19-Oct,779
2014,301175,20-29,2185
2014,301175,30-39,2806
2014,301175,40-49,1836
2014,301175,50-59,2545
2014,301175,60-69,2349
2014,301175,70-79,2108
2014,301175,80+,2232
2014,301188,Under 1,1149
2014,301188,19-Oct,254
2014,301188,20-29,1471
2014,301188,30-39,1278
2014,301188,40-49,1002
2014,301188,50-59,884
2014,301188,60-69,513
2014,301188,70-79,194
2014,301188,80+,151
2014,301205,Under 1,6293
2014,301205,19-Oct,247
2014,301205,20-29,2472
2014,301205,30-39,5410
2014,301205,40-49,2083
2014,301205,50-59,2763
2014,301205,60-69,3243
2014,301205,70-79,3674
2014,301205,80+,4642
2014,301209,19-Oct,24
2014,301209,20-29,202
2014,301209,30-39,286
2014,301209,40-49,515
2014,301209,50-59,722
2014,301209,60-69,601
2014,301209,70-79,501
2014,301209,80+,603
2014,301234,Under 1,470
2014,301234,19-Oct,57
2014,301234,20-29,323
2014,301234,30-39,394
2014,301234,40-49,348
2014,301234,50-59,517
2014,301234,60-69,591
2014,301234,70-79,564
2014,301234,80+,833
2014,301248,Under 1,1401
2014,301248,19-Oct,79
2014,301248,20-29,834
2014,301248,30-39,1039
2014,301248,40-49,728
2014,301248,50-59,1017
2014,301248,60-69,1490
2014,301248,70-79,1768
2014,301248,80+,2534
2014,301258,Under 1,934
2014,301258,9-Jan,1
2014,301258,19-Oct,138
2014,301258,20-29,583
2014,301258,30-39,651
2014,301258,40-49,410
2014,301258,50-59,446
2014,301258,60-69,407
2014,301258,70-79,323
2014,301258,80+,346
2014,301262,Under 1,2735
2014,301262,19-Oct,216
2014,301262,20-29,1890
2014,301262,30-39,2146
2014,301262,40-49,1397
2014,301262,50-59,2078
2014,301262,60-69,2515
2014,301262,70-79,2530
2014,301262,80+,3161
2014,301279,Under 1,1712
2014,301279,9-Jan,159
2014,301279,19-Oct,1073
2014,301279,20-29,2744
2014,301279,30-39,2802
2014,301279,40-49,2622
2014,301279,50-59,3412
2014,301279,60-69,2861
2014,301279,70-79,2023
2014,301279,80+,1542
2014,301283,Under 1,1863
2014,301283,19-Oct,149
2014,301283,20-29,1020
2014,301283,30-39,1170
2014,301283,40-49,508
2014,301283,50-59,692
2014,301283,60-69,580
2014,301283,70-79,554
2014,301283,80+,964
2014,301297,19-Oct,30
2014,301297,20-29,166
2014,301297,30-39,183
2014,301297,40-49,313
2014,301297,50-59,513
2014,301297,60-69,560
2014,301297,70-79,587
2014,301297,80+,815
2014,301304,20-29,1
2014,301304,30-39,4
2014,301304,40-49,33
2014,301304,50-59,106
2014,301304,60-69,187
2014,301304,70-79,229
2014,301304,80+,327
2014,301317,Under 1,2835
2014,301317,9-Jan,2
2014,301317,19-Oct,66
2014,301317,20-29,1071
2014,301317,30-39,2329
2014,301317,40-49,982
2014,301317,50-59,1220
2014,301317,60-69,1884
2014,301317,70-79,2387
2014,301317,80+,4140
2014,301337,19-Oct,128
2014,301337,20-29,780
2014,301337,30-39,452
2014,301337,40-49,603
2014,301337,50-59,693
2014,301337,60-69,528
2014,301337,70-79,362
2014,301337,80+,498
2014,301340,Under 1,5005
2014,301340,19-Oct,591
2014,301340,20-29,3465
2014,301340,30-39,3311
2014,301340,40-49,1954
2014,301340,50-59,2343
2014,301340,60-69,2873
2014,301340,70-79,2429
2014,301340,80+,2817
2014,301342,Under 1,2335
2014,301342,19-Oct,97
2014,301342,20-29,1129
2014,301342,30-39,1806
2014,301342,40-49,967
2014,301342,50-59,1567
2014,301342,60-69,2068
2014,301342,70-79,2196
2014,301342,80+,3175
2014,301357,Under 1,3
2014,301357,9-Jan,8
2014,301357,19-Oct,3
2014,301379,Under 1,3
2014,301379,9-Jan,1
2014,301379,19-Oct,48
2014,301379,20-29,246
2014,301379,30-39,375
2014,301379,40-49,663
2014,301379,50-59,1035
2014,301379,60-69,1134
2014,301379,70-79,1069
2014,301379,80+,1336
2014,301380,20-29,10
2014,301380,30-39,14
2014,301380,40-49,50
2014,301380,50-59,86
2014,301380,60-69,195
2014,301380,70-79,284
2014,301380,80+,349
2014,301566,Under 1,2054
2014,301566,9-Jan,46
2014,301566,19-Oct,290
2014,301566,20-29,1454
2014,301566,30-39,1242
2014,301566,40-49,778
2014,301566,50-59,930
2014,301566,60-69,777
2014,301566,70-79,592
2014,301566,80+,686
2014,304079,19-Oct,3
2014,304079,20-29,19
2014,304079,30-39,22
2014,304079,40-49,64
2014,304079,50-59,160
2014,304079,60-69,257
2014,304079,70-79,365
2014,304079,80+,375
2014,304113,Under 1,710
2014,304113,9-Jan,772
2014,304113,19-Oct,510
2014,304159,Under 1,8
2014,304159,9-Jan,40
2014,304159,19-Oct,74
2014,304159,20-29,10
2014,304409,Under 1,6099
2014,304409,9-Jan,353
2014,304409,19-Oct,691
2014,304409,20-29,3026
2014,304409,30-39,4508
2014,304409,40-49,1833
2014,304409,50-59,2799
2014,304409,60-69,3822
2014,304409,70-79,3579
2014,304409,80+,3514
2014,304409,Unknown,1
2014,304460,19-Oct,5
2014,304460,20-29,37
2014,304460,30-39,71
2014,304460,40-49,235
2014,304460,50-59,781
2014,304460,60-69,1444
2014,304460,70-79,1217
2014,304460,80+,561
2014,310791,9-Jan,6
2014,310791,19-Oct,23
2014,310791,20-29,73
2014,310791,30-39,125
2014,310791,40-49,243
2014,310791,50-59,547
2014,310791,60-69,723
2014,310791,70-79,748
2014,310791,80+,863
2014,311000,Under 1,3146
2014,311000,9-Jan,152
2014,311000,19-Oct,372
2014,311000,20-29,2175
2014,311000,30-39,2530
2014,311000,40-49,1606
2014,311000,50-59,2351
2014,311000,60-69,2794
2014,311000,70-79,3146
2014,311000,80+,3575
2014,314024,Under 1,5815
2014,314024,9-Jan,745
2014,314024,19-Oct,685
2014,314024,20-29,2677
2014,314024,30-39,3378
2014,314024,40-49,908
2014,314024,50-59,1341
2014,314024,60-69,2303
2014,314024,70-79,2445
2014,314024,80+,2387
2014,314029,19-Oct,27
2014,314029,20-29,139
2014,314029,30-39,146
2014,314029,40-49,100
2014,314029,50-59,90
2014,314029,60-69,31
2014,314029,70-79,1
2014,320859,19-Oct,1
2014,320859,20-29,7
2014,320859,30-39,14
2014,320859,40-49,13
2014,320859,50-59,24
2014,320859,60-69,50
2014,320859,70-79,50
2014,320859,80+,82
2014,320986,Under 1,67
2014,320986,9-Jan,6
2014,320986,19-Oct,7
2014,320986,20-29,56
2014,320986,30-39,36
2014,320986,40-49,26
2014,320986,50-59,44
2014,320986,60-69,62
2014,320986,70-79,60
2014,320986,80+,76
2014,321016,9-Jan,1
2014,321016,19-Oct,2
2014,321016,20-29,7
2014,321016,30-39,7
2014,321016,40-49,7
2014,321016,50-59,18
2014,321016,60-69,42
2014,321016,70-79,51
2014,321016,80+,68
2014,330120,19-Oct,7
2014,330120,20-29,161
2014,330120,30-39,158
2014,330120,40-49,186
2014,330120,50-59,225
2014,330120,60-69,144
2014,330120,70-79,50
2014,330120,80+,7
2014,331152,Under 1,1112
2014,331152,9-Jan,95
2014,331152,19-Oct,290
2014,331152,20-29,1297
2014,331152,30-39,1153
2014,331152,40-49,1014
2014,331152,50-59,1323
2014,331152,60-69,1139
2014,331152,70-79,980
2014,331152,80+,1063
2014,331164,Under 1,3636
2014,331164,9-Jan,161
2014,331164,19-Oct,445
2014,331164,20-29,2642
2014,331164,30-39,2084
2014,331164,40-49,1534
2014,331164,50-59,2672
2014,331164,60-69,3156
2014,331164,70-79,2907
2014,331164,80+,2654
2014,331168,Under 1,33
2014,331168,9-Jan,109
2014,331168,19-Oct,205
2014,331168,20-29,505
2014,331168,30-39,702
2014,331168,40-49,1265
2014,331168,50-59,2331
2014,331168,60-69,3487
2014,331168,70-79,4536
2014,331168,80+,4883
2014,331194,Under 1,1321
2014,331194,9-Jan,1
2014,331194,19-Oct,248
2014,331194,20-29,1378
2014,331194,30-39,868
2014,331194,40-49,844
2014,331194,50-59,1567
2014,331194,60-69,1824
2014,331194,70-79,1833
2014,331194,80+,2348
2014,331216,Under 1,2549
2014,331216,9-Jan,431
2014,331216,19-Oct,458
2014,331216,20-29,1643
2014,331216,30-39,1108
2014,331216,40-49,504
2014,331216,50-59,796
2014,331216,60-69,926
2014,331216,70-79,852
2014,331216,80+,697
2014,331226,19-Oct,34
2014,331226,20-29,225
2014,331226,30-39,218
2014,331226,40-49,226
2014,331226,50-59,251
2014,331226,60-69,125
2014,331226,70-79,36
2014,331226,80+,11
2014,331288,Under 1,157
2014,331288,9-Jan,23
2014,331288,19-Oct,55
2014,331288,20-29,186
2014,331288,30-39,129
2014,331288,40-49,91
2014,331288,50-59,134
2014,331288,60-69,122
2014,331288,70-79,131
2014,331288,80+,123
2014,331293,Under 1,2545
2014,331293,9-Jan,97
2014,331293,19-Oct,347
2014,331293,20-29,1721
2014,331293,30-39,1445
2014,331293,40-49,994
2014,331293,50-59,1486
2014,331293,60-69,1417
2014,331293,70-79,1118
2014,331293,80+,988
2014,331312,Under 1,3665
2014,331312,9-Jan,109
2014,331312,19-Oct,577
2014,331312,20-29,3166
2014,331312,30-39,2430
2014,331312,40-49,2142
2014,331312,50-59,3420
2014,331312,60-69,3528
2014,331312,70-79,2987
2014,331312,80+,2984
2014,331326,Under 1,402
2014,331326,19-Oct,80
2014,331326,20-29,431
2014,331326,30-39,324
2014,331326,40-49,259
2014,331326,50-59,504
2014,331326,60-69,607
2014,331326,70-79,640
2014,331326,80+,899
2014,332172,19-Oct,1
2014,332172,20-29,14
2014,332172,30-39,15
